text;ground_truth;found;phrases_found;out_of
Says Republican candidates in key Wisconsin Assembly races side with those who want to privatize Social Security  and risk our retirements on Wall Street;0.0;0.017501033651298736;8;22
Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments;1.0;1.0;6;26
During Sherrod Browns past decade as a D.C. politician more than one out of every four jobs that has left America left from Ohio. Sherrod Brown will own these horrendous Ohio job numbers next year;0.5;0.12318124477354864;33;33
Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor;0.0;0.0;2;11
Georgia has saved $20 million through changes in criminal sentencing;1.0;-1;0;8
About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s;0.75;0.969714545556083;4;21
We never had an earthquake in Youngstown until John Kasich was elected Governo;0.5;-1;0;11
My office is about a 300-step walk to the governors office;0.75;1.0;1;9
Says Donald Trump has the second-highest disapproval ratings of anyone running for president;0.0;0.9482375225314149;4;11
Sherrod Brown has been running for public office since Richard Nixon was president;1.0;0.002907502734421419;3;11
The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program;0.0;0.11584058711604772;6;15
On assault weapon violence: Ducks have more protection than people in Virginia;0.0;1.0;1;10
The increase in the garbage tax that Mayor Allan Fung imposed in Cranston for some people has been as much as $200;0.0;0.21436484745508577;4;20
As state Commerce secretary Mary Burke drafted sponsored and promoted budgets that raised taxes by billions created high structural deficits and raided funds to finance huge spending hikes;0.25;0.02003578804039563;5;26
There are high administrative costs when you donate to Haiti relief through the White House Web site;0.0;0.0;1;15
Says Hillary Clinton wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week;0.0;0.06100648739544856;9;39
Jeff Atwaters busy helping his friends and wasting our tax dollars  $48 million for a government building so lavish its dubbed the Taj Mahal $100000 for a golf musuem and $110 million to build a private prison to help a big contributor;0.0;0.010717039959581287;7;40
Despite claims that you can keep the health care plan you like the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan;0.0;0.09125473232047221;13;34
On supporting the charter school amendment;0.5;0.0;1;4
In my years in the State Legislature I have never voted for a tax increase;0.0;0.00663925051970593;8;13
The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case had nothing to do with the situation and didnt know about the problems;0.75;0.9882736391314477;10;31
Were spending millions for each individual held at Guantanamo Bay Cuba;1.0;-1;0;9
Texas is LAST 50th in spending for mental health care;0.75;0.9993072763367976;3;8
Barack Obama promises higher taxes on the sale of your home;0.25;0.00033176764787656854;3;9
Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House;0.0;0.990842812962371;3;21
Barack Obama wont even use the term war on terrorism;1.0;1.0;1;8
Wendy Davis is fighting to bring Bloomberg-style gun control to Texas;0.5;0.0;1;9
Under federal law Jared Loughner would not have been able to buy a gun had he been identified as mentally ill;0.75;0.0432881731736946;6;19
Two million federal workers negotiate zippo zero. There is no collective bargaining for federal employees;0.25;0.8707058432429443;3;13
The Congressional Budget Office estimates that only 15 percent of this stimulus package will be spent in 2009 and only 37 percent in 2010;0.25;0.11410742419908593;9;22
Says he represents or has represented about half the San Antonio-rooted district in which he seeks election;0.75;0.9482375225314149;2;15
We have the fewest people employed in this country since 1979;0.5;0.990842812962371;3;9
Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions  not billions trillions  more money than the Obama budget;0.0;0.817083018317786;6;20
Twenty-five percent of people in the country have said they changed their email and phone habits because of the collection of data allowed by the Patriot Act;0.5;0.8675912984744819;8;25
Says under President Barack Obama the debt increased by 23 percent which was less than under any president going back to Ronald Reagan;0.0;0.00226190972564555;5;21
The Secure Communities Program and 287g immigration programs were programs that worked but were recklessly gutted by the Obama administration;0.5;0.0;2;18
I spent only $36.29 on my campaign for governor;1.0;-1;0;7
Says that Susan Rice the presidents national security adviser has already conceded that Iran will have a robust uranium enrichment capability;0.25;0.02509917125600092;2;19
Because theres no local option to allow communities to ban limit or restrict the location of pot shops if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood your church your business and even your childs school;0.25;0.0;1;48
With his decision on whether to fire Gen. Stanley McChrystal President Obama has to fix yet another problem he inherited from the Bush administration;0.0;0.7074042429541216;4;22
Says Hillary Clinton lied about why her parents named her Hillary;0.5;0.0;1;9
The health care law imposes the largest tax increase in history on the middle class;0.0;0.00032332711201088493;9;13
The number of terrorists out there has doubled;1.0;1.0;1;6
Under the Espionage Act Edward Snowden would not be allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act;0.75;0.9406636794719703;6;30
The median income in this country has declined 10 percent in the last four years;0.5;0.7820952755676931;10;13
We will not ask for a tax increase to run city government;0.75;0.0;2;10
Unlike marijuana medical cannabis oil cannot get you high;1.0;-1;0;7
Says Jeff Reardon cut elementary school music classes art instruction teaching positions basketball and volleyball programs and he voted to raise school lunch prices;0.25;0.02446062058192977;2;22
In Florida illegal immigration costs taxpayers nearly $4 billion a year. This amounts to $700 for every household in Florida;0.0;0.02446062058192977;2;18
Theres no money for Planned Parenthood in the bill that would keep the government open;1.0;0.02003578804039563;5;13
The House passed cut cap and balance with bipartisan support;0.25;1.0;1;8
Tim Kaine broke a campaign promise not to raise taxes;0.25;0.007407469540217981;5;8
Children who witness domestic violence are twice as likely to commit it themselves;0.75;0.9878753209534076;4;11
On reauthorization of Export-Import Bank;0.0;-1;0;3
Says Gov. Bob McDonnells budget would cut pre-kindergarten programs;0.25;1.0;1;7
Joe Biden wrote the Violence Against Women Act the rate of domestic violence went down dramatically;0.75;0.1429443042509574;6;14
Last year Bill McCollum spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame;0.75;0.01321827101352202;3;23
We already have $23 billion worth of debt;1.0;1.0;1;6
When the salmonella source was finally identified FDA officials had to wait for industry approval before they could go live with the peanut recall;1.0;0.0;1;22
Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park;1.0;0.8508287091465775;8;19
Women are paid 77 cents for every $1 men get for the same work;0.25;0.21436484745508577;8;12
As governor Mitt Romney raised nursing home fees eight times;0.25;0.9984323498467209;2;8
Says if Texas abortion measure passes someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening;0.0;0.007407469540217981;5;28
The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day;0.75;0.9579281414726513;7;19
Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland;1.0;0.0004975316897044557;5;24
Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil at prices that are skyrocketing;0.0;-1;0;23
By using a little-known loophole Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan;0.25;0.0;1;18
Every 1 percent increase in the cost of health insurance today causes about 30000 Georgians to be uninsured;0.25;0.8657204930162608;8;16
Says Washington state has consistently ranked in the top five in the Forbes list of best states to do business ahead of Texas;0.5;0.9579281414726513;7;21
The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces;0.25;0.9482375225314149;8;18
Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action;0.0;0.0;1;20
Says Rick Perry wanted to secede from the union;0.0;0.02509917125600092;4;7
It is a fact that the economy does better when we have a Democrat in the White House;0.5;0.8413857539440889;11;16
As Governor: Romney did not keep public safety funding in line with inflation;0.25;0.02446062058192977;2;11
We have reduced funding for education the least. Theyve suffered the least cuts;0.5;0.9482375225314149;2;11
Says the federal government threatened to impose a no-fly zone in Texas if state legislators bar airport security officials from performing pat-downs;0.5;0.11584058711604772;3;20
Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks;0.0;1.0;4;16
Gov. Rick Perry broke his promise that he would not accept a $40000 pay increase;0.75;0.21436484745508577;4;13
On U.S.-Israeli relations Prime Minister Benjamin Netanyahu set the record straight he said our two countries have exactly the same policy and our security cooperation is unprecedented;0.5;0.00033176764787656854;3;25
Malawi has just 300 doctors for 16 million people;0.75;1.0;1;7
We doubled the size of the company Hewlett-Packard;0.75;0.11410742419908593;3;6
A Medicaid provision added to the Senate health carereform bill is not a special deal for Nebraska;0.0;0.9960842677056695;3;15
Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him;1.0;0.21436484745508577;4;16
A majority of Americans still oppose this health care bill;0.75;1.0;3;8
My husband didnt wrap up the nomination until June;0.25;-1;0;7
We went from a $5.6 trillion surplus that George Bush inherited to over $11-plus trillion debt when George Bush left office;0.5;0.046446415297875854;4;19
With only 67 bills or so passed into law 2013 was the least productive year in congressional history since weve been keeping record;1.0;0.01982263416707386;5;21
Obama taps porn lawyer for 2 at Justice;0.75;-1;0;6
Says Jeb Bush said he would take his pants off and moon everybody Nobody reports that;0.25;1.0;3;14
Georgia has the most lax gun laws in the nation;0.0;0.963411894213387;5;8
Says of Donald Trump He even said on his very first day in office he would require every school in America to let people carry guns into our classrooms;1.0;0.0005983219592531341;4;27
The Chamber of Commerce says new carbon regulations will kill 244000 jobs a year and cost average families $1200 a year;0.0;0.02509917125600092;4;19
Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office;1.0;0.9482375225314149;2;19
Says many states are floundering under crushing deficit spending;0.0;-1;0;7
Floridas legal challenge of the federal health care bill is bipartisan;0.25;0.06491663090469901;5;9
The truth is Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers serving as the middlewoman if you will;1.0;0.969714545556083;4;21
When ICE releases illegal immigrants a lot of those people are not from Honduras and Mexico. Theyre from Iraq and Somalia and Russia;0.25;0.02446062058192977;2;21
More than half of the births in Texas are paid for by Medicaid;1.0;0.983231121811854;7;11
President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy 100-year-old woman in need of a pacemaker should take a pain pill instead;0.0;0.04364879399846555;6;31
On immigration the president said 22 times 22 times that he couldnt do what he eventually did;0.75;0.9973206459263142;4;15
We have had some significant accomplishments on a bipartisan basis;1.0;0.02509917125600092;2;8
Weve lifted high school graduation rates to new highs;0.5;0.8230921801765265;3;7
State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking;0.75;-1;0;15
When SACS came back to the DeKalb County School District to give a midterm review we got straight As;0.25;1.0;2;17
In the do-nothing Senate there are 352 House bills sitting on Harry Reids desk awaiting action including 55 introduced by Democrats;0.5;-1;0;19
One of the things we found very clearly and consistently is that video gaming is a growth industry;0.25;0.01321827101352202;3;16
Says most of Perrys chiefs of staff have been lobbyists;1.0;-1;0;8
I know that Hillary on occasion has said just last year said this NAFTA was a boon to the economy;0.0;0.00019236415863155276;5;18
Says the Texas Forest Service planted 6000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost;0.5;0.990842812962371;3;22
Says Russ Feingold was the only senator to vote against Homeland Security;0.0;0.017620067079981427;8;10
Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens;0.0;0.00032332711201088493;6;17
ISIS didnt exist when my brother was president. Al-Qaida in Iraq was wiped out when my brother was president;0.25;0.0;1;17
There are 49 different federal job training programs that report to eight agencies;0.75;1.0;1;11
The U.S. economy is recovering slower than Europ;0.0;0.0;1;6
Texas leads the country in drunk driving fatalities;0.75;0.9482375225314149;2;6
Romneycare has killed 18000 Massachusetts jobs;0.25;-1;0;4
Says Iowa Republican Senate candidate Joni Ernst would privatize Social Security;0.5;0.046446415297875854;4;9
Says Allen West violatedfederal law by scuba diving with U.S. flag;0.0;-1;0;9
Says in Oregon only 41 percent of adults have ever been tested for HIV;1.0;0.990842812962371;3;12
When President Obama took office we were losing 700000 jobs a month. Now weve had job growth I think for 24 consecutive months;0.75;0.11410742419908582;6;21
We in the Democratic Party had no input into the locations of these hearings nor did we have input into the process;0.25;0.02509917125600092;2;20
Says Scott Walker said that forcing women facing abortion to get invasive ultrasounds was just a cool thing;0.25;0.02509917125600092;2;16
Says Charlie Crist raised taxes on the middle class by $2.2 billion;0.75;0.07274702753435602;7;10
This is not a mosque. Its a cultural center that has a prayer area;0.0;1.0;3;12
Every year in the United States between 3000 and 4500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital the intensive care unit or cause a permanent disability or death;0.25;0.2166699244268926;8;41
Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27;1.0;0.0;1;11
Obama has voted in the United States Senate to increase taxes on people who make as low as $42000 a year;0.25;0.17371905733748627;10;19
New Jersey has had seven credit downgrades since Chris Christie became governor;0.75;1.0;3;10
Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid;1.0;1.0;3;22
Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas;0.0;0.955186130444205;9;21
Ronald Reagan banned ownership of fully automatic rifles. He supported the assault weaspons ban;0.5;1.0;1;12
Over 200 years ago the United States had declared war on Islam and Thomas Jefferson led the charge;0.0;0.11584058711604772;3;16
The first state budget that came out of our Republican leadership slashed funding to Planned ParenthoodIt resulted in the reduction of hours the elimination of days elimination of access to women in my city and all over my state;1.0;0.07274702753435602;7;37
Says he started the Pacur plastics manufacturing company he owns;0.5;-1;0;8
The United States has seen a net loss of people with health insurance because of Obamacare;0.0;0.00835743508821607;7;14
I have never lobbied for offshore oil drilling;0.25;0.02446062058192977;2;6
Glenn Hegar promised to eliminate the property tax;0.0;0.02446062058192977;2;6
When the Milwaukee County mental health facility is full cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that;0.0;1.0;1;30
Says Mitt Romney is proposing a tax cut that gives an average of $250000 to every millionaire in this country;1.0;0.37936333658858845;6;18
Says Abortion clinics in Oregon as in most states have no state oversight and are not held to basic health or safety standards;0.25;1.0;1;21
The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees;1.0;0.980046440935993;10;23
Says that Rick Santorum voted for the unions over FedEx;0.5;1.0;2;8
When President AbrahamLincoln signed his Emancipation Proclamation there were over 300000 slaveholders who were fighting in the Union army;0.0;0.11584058711604772;3;17
Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood;1.0;0.9962129067687884;5;21
Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department;1.0;0.0;2;13
Says the 2012-13 state budget leaves $6 billion in a rainy day fund;0.5;0.8230921801765265;3;11
There has never been an alderman who has defeated an incumbent mayor in the history of this great city;1.0;0.963411894213387;5;17
On running a civil and polite campaig;0.0;-1;0;5
Says 25 percent of Oregonians oppose the death penalty;0.5;0.21436484745508577;4;7
We closed that plant down. It was a $27 million-dollar plant operating full steam and we closed it down;1.0;0.0;2;17
Says President Barack Obama has taken less vacation days than any other president in a generation while Congress has taken more vacation days than any other Congress in history;0.0;0.007407469540217981;10;27
Less than two years ago we made a commitment to repay the U.S. . . .taxpayers in full and today we made good on that promise;0.5;0.0052998808129216535;4;24
Cory Gardner is sponsoring a bill to ban all abortions right now;0.5;0.11584058711604772;3;10
Sometime in the next decade there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years;1.0;0.8230921801765265;12;30
Millennials will be 75 percent of the workforce in the next 10 years;0.25;0.06491663090469901;5;11
Over 60 percent of the provisional ballots cast in the 2012 election were disqualified because those folks were not duly registered as voters;0.5;0.8749533959206524;5;21
The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence;0.75;0.9878753209534076;4;22
The vast majority of people in this country are keeping their health insurance plan;0.75;0.1392414833614798;9;12
The Democratic health care law added 12 years of solvency to Medicare;0.5;0.005380380017541708;4;10
The only segment in the beer market that is growing is the craft beer segment;1.0;-1;0;13
Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country;1.0;0.2166699244268926;4;12
We are seeing kids who are healthier;0.5;0.02446062058192977;2;5
90% of rural women and 55% of all women are illiterate in Morocco;0.0;-1;0;11
Kathleen Peters refuses to take a stand to repeal Obamacare;0.25;0.00032332711201088493;3;8
McCain says the price of a gas tax holiday would be about the same as a Bridge to Nowhere or another pork barrel project;0.0;0.06256072933107926;11;22
Says $500 billion in Medicare cuts are coming;0.25;0.0;3;6
Fences have not worked. The Great Wall of China the Berlin Wall. Thats not good among peoples especially friends like the United States and Mexico;0.5;0.9482375225314149;2;23
Says required state septic inspections would cost septic tank owners $100 to $150 every five years;0.5;0.0;1;14
Says the Multnomah County Library system is the second busiest in the nation;1.0;0.9878753209534076;4;11
One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans who are disabled;0.75;-1;0;15
55 percent of the people who cast a provisional ballot in Florida in the last presidential election  their vote did not count;0.75;0.37680052462733715;6;20
The centerpiece of Senator McCains education policy is to increase the voucher program in D.C. by 2000 slots;0.0;0.0;2;16
The Obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the United States;0.5;0.11410742419908593;6;23
On mandatory ultrasounds before abortions;1.0;1.0;1;3
Hillary Clintons State Department sent three comedians to India on the Make Chai Not War tour;1.0;0.0;2;14
Currently the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism;1.0;0.0;2;15
Even though Chicago has the most stringent gun laws on the books it still has the highest murder rate in the country;0.5;0.7118102344180776;8;20
Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators;1.0;6.827297761213824e-05;6;30
Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent;0.0;1.0;1;14
Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it;1.0;0.8413857539440889;11;21
Every time weve cut the capital gains tax the economy has grown. Whenever we raise the capital gains tax its been damaged;0.0;0.0036726126153828753;10;20
Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor;0.0;-1;0;13
Kilmartin has helped pass laws to create a witness protection program;0.75;1.0;1;9
Says Rep. Renee Ellmers voted for the government shutdown 21 times;0.5;1.0;3;9
I havent switched my position on the Trans-Pacific Partnership trade deal;0.5;0.002320957449932104;5;9
Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office;0.0;0.00018119130189542254;5;16
John Boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas;0.5;-1;0;16
Nobody is leaving Memphis. Thats a myth;0.0;-1;0;5
Florida seniors are exempt from losing Medicare Advantage under the federal health care bill;0.0;0.007407469540217981;5;12
Theres a tremendous tax that we pay when we American businesses go into China whereas when China sells to us theres no tax;0.25;0.0;1;21
I am very proud that over my almost 30 years of public service I have had no scandals;0.75;1.0;1;16
Pat Toomey advocated for eliminating all corporate taxes;1.0;-1;0;6
Health care reform requires the use of federal dollars to fund abortions through the government-run health plan;0.5;0.02446062058192977;4;15
A lot of what Cubas survival depends on is Venezuelan oil money which is drying up;0.75;1.0;1;14
The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections;0.25;-1;0;22
Says Obama called Kagan a moderate. He called Sotomayor a moderate;0.75;0.0;1;9
Today and every day an estimated 14000 Americans will lose their health insurance coverage;0.0;0.002907502734421419;6;12
Darryl Hicks had seven ethics violations and didnt pay most of the fines;0.5;1.0;2;11
Since President Obama came into office another 2 million Hispanics have joined the ranks of those in poverty. The number of Hispanic children living in poverty increased by 15 percent in that short period of time;0.25;0.9148999587703108;11;34
The top 1 percent in recent years has earned 85 percent of all new income;0.5;0.8908593889392048;7;13
Forty percent of the Fortune 500 were started either by immigrants or children of immigrants;0.5;0.969714545556083;2;13
The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates;0.5;0.002791138408915206;3;26
Go look at a Trump product. Theyre all made in China;0.25;0.0;1;9
Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S;1.0;0.4406526385711347;7;23
Public education has been permanently cutby $1.6 billion through changes in the Standards of Quality funding formula;0.75;1.0;2;15
This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip;0.0;0.02446062058192977;2;27
In its current state this bill is the most restrictive voter ID legislation in the nation;1.0;0.8749533959206524;5;14
President Obama has the most border patrols and border security deployed at the border of any previous president;0.75;0.30283244512979446;5;16
Says as GOP was picking a convention city I recommended Ohio;0.0;-1;0;9
Washington has incentivized the militarization of local police precincts;1.0;-1;0;7
Says she was never a member of the Georgia Log Cabin Republicans;0.0;0.0924714774945885;5;10
By spring 2014 parents of 60000 students in New York state had refused to let them take the Common Core Tests;0.75;0.8230921801765265;3;19
Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time;0.5;0.02446062058192977;8;12
In Sen. Marco Rubios state of Florida alone Social Security lifts more than  count it  a million people out of poverty;0.5;0.06616129930136194;5;19
Donald Trump would engage in a risky scheme to privatize Social Security;0.25;0.002791138408915206;3;10
Massachusetts schools are ranked No. 1 of all 50 states;0.75;0.11410742419908593;3;8
But for immigrants we would have a contracting populatio;0.25;1.0;2;7
The majority of the people that are coming to Arizona and trespassing are now becoming drug mules;0.0;0.022030160224153494;7;15
Rhode Island gives undocumented pregnant women health insurance plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food;0.25;0.00033176764787656854;3;28
Says Mark Pryor continues to insist that Obamacare is an amazing success;0.25;0.0;2;10
Were only inches away from no longer being a free economy;0.0;0.0;5;9
The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change;0.75;0.7118102344180776;8;21
The U.S. Justice Department has taken on more than 100 voting rights cases since 2009;0.5;1.0;1;13
On average it takes 300 Americans working for a solid year to make as much money as one top CEO;0.75;0.969714545556083;2;18
Says Barack Obama has played over 90 rounds of golf as president;1.0;0.9960842677056695;6;10
Team Trump has accused Ted Cruz of fraud in Iowa Texas Colorado Oklahoma Louisiana Kansas Maine Utah and Wisconsin;0.5;0.0;1;17
This years redistricting has been the most open interactive and transparent redistricting process in Tennessee history;0.0;0.0;2;14
Under economic sanctions now Iran is suffering 30 percent inflation 20 percent unemployment;0.75;-1;0;11
Says that as Wisconsin governor we ended welfare;0.75;0.00033176764787656854;3;6
In the 18th Congressional District 100% of electric generation comes from coal;1.0;-1;0;10
The folks in Washington are already forcing you to buy government health care;0.25;0.9482375225314149;2;11
Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore;0.0;0.001222893824826543;7;23
Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers;0.75;0.6145169234583704;5;21
Charlie Crist worked with Acorn to give felons voting rights;0.0;-1;0;8
On support for gay marriage;0.0;0.0006139413050139098;2;3
This year we have added an average of 200000 jobs per month a majority in the private sector a stark contrast to the Bush Administration record of losing an average of nearly 750000 jobs per month in its last three months;0.5;0.20658529274914905;11;39
Republicans in Congress refuse to list a single tax loophole they are willing to close;1.0;0.0;1;13
Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money;0.25;0.04328817317369471;6;19
Obama thinks the national anthem should be Id Like to Teach the World to Sing;0.0;-1;0;13
Right now America has $1.1 trillion of student debt. Thats more than credit card debt;1.0;0.9984323498467209;2;13
Twenty-six men named William have been elected to statewide office and only seven women have had the honor;0.75;1.0;1;16
When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years;0.25;0.6582249651869523;9;19
Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time;0.0;0.16716745524491083;7;27
Twice as much federal money is going back to Hawaii Virginia and Alaska than is coming home to Oregon;0.75;0.0;1;17
I didnt inherit money from my parents;0.5;-1;0;5
If you tried to pay out $1 trillion by handing it out at $1 per second it would take more than 31000 years;1.0;0.0;1;21
You cant put a gun rack in a Chevrolet Volt;0.0;1.0;1;8
The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance;1.0;0.01130289714980881;9;21
Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence;0.5;0.0006139413050139098;2;16
Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac;0.0;0.0;4;12
Attempts to find things like crime criminal activity indictment have been filtered out by Google in favor of Hillary Clinton;0.25;0.0;2;18
The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain;0.0;0.9993072763367976;3;21
Our government right now. . . is spending 40 percent more than what we take in;1.0;1.0;2;14
The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforc;0.0;1.0;1;14
If we choose Obamacare expansion 600000 will lose eligibility for their subsidies of which 257000 would be forced into Medicaid;0.75;0.0006139413050139098;2;18
Says the U.S. Postal Service has taken no taxpayer aid since 1971 funds operations entirely from the sale of stamps and related products and makes an operational profit year after year;0.25;0.06616129930136194;5;29
California has seen a 56 percent decline in the gun murder rate since the 1990s;0.75;0.02446062058192977;4;13
Drug overdoses are now the second-most common cause of death in New Hampshire;0.0;0.969714545556083;4;11
Congressman Cicilline when he was the mayor of Providence espoused a sanctuary city;0.0;0.2166699244268926;4;11
Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions;0.5;-1;0;13
Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes;0.0;0.01321827101352202;3;11
Less than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax;1.0;1.0;1;16
More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all;0.75;0.04299573730208972;9;25
Says Chris Abele opponent in Milwaukee County executive race failed to finish 3 separate colleges dropping out all 3 times;0.75;0.01321827101352202;3;18
Obama Signs Bill Forgiving All Student Loan Debt;0.0;1.0;1;6
AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty;0.5;0.0924714774945885;5;19
Obama says Iran is a tiny country doesnt pose a serious threat;0.0;-1;0;10
Says that Mitt Romney while he was in Arizona said he believes the states SB 1070 immigration law should be the model for national immigration laws;0.0;0.017620067079981427;8;24
Toomey crossed party lines to stop gun sales to suspects on the terror watch list;0.25;1.0;1;13
Two-thirds of the people who start out in minimum wage are above the minimum wage within a year;0.5;0.9052112099686789;7;16
The state of Georgia lost 16 percent of its employees last year and that percentage has risen over the past three years;0.5;0.8675912984744819;8;20
Says hes the only licensed firearms dealer in America running for Congress;0.5;1.0;3;10
On releasing photographs depicting the abuse of prisoners;0.0;-1;0;6
Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed;0.0;0.0052998808129216535;4;20
The pass rate for a high school level test to join the military is 35 to 40 percent;0.0;0.9960842677056695;3;16
Weve got some 37-million of our fellow citizens who are living in poverty;1.0;0.01321827101352202;3;11
Cicilline continues to accept hundreds of thousands of dollars in lobbyist corporate PAC and insider money to fund his campaign;0.25;0.21436484745508577;4;18
Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade;0.75;0.9188125792824144;9;23
Says the federal government mandates transexuals sic and homosexuals grabbing children in their stranger-danger zones in the name of airport security;0.0;0.990842812962371;3;19
Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs according to the Bureau of Labor Statistics;0.0;0.13497750613804171;12;24
Claims Joe Biden said coal is more dangerous than terrorists;0.25;-1;0;8
An Obama campaign tactic for rallying voters is to offer them cell phones;0.0;-1;0;11
What is and isnt a Schedule I narcotic is a job for Congress;0.5;0.02446062058192977;2;11
Higher beer production and higher consumption go hand-in-hand;0.25;-1;0;6
We are now seeing a decrease in violent crime;1.0;0.9878753209534076;4;7
Says theres $4 billion in private investment along the streetcar;0.25;1.0;1;8
Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life;0.0;0.02003578804039563;5;14
Israels per capita income is greater than probably three-fourths of the rest of the world;1.0;0.11410742419908593;6;13
